Serial#,Time,Status,ScanItems,ScanFiles,ScanBadFiles,ScanFilterout,ScanTotalBytes,BytesMigrated,FinishedPacks,MigratedPacks,FinishedFiles,MigratedFiles,WorklistCount,CurrentPackedPks,CurrentUploadedPks,CurrentSubmittedPks,Thread_Pack,Thread_Upload,Thread_Submit,Thread_Total,Errors,Warnings,Memory
"1013","2018-10-30 09:28:51","SCANNING","7451","6971","5032","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209272832"
"1014","2018-10-30 09:28:52","SCANNING","7456","6976","5037","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210153472"
"1015","2018-10-30 09:28:54","SCANNING","7461","6981","5042","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205074432"
"1016","2018-10-30 09:28:55","SCANNING","7466","6986","5047","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205078528"
"1017","2018-10-30 09:28:57","SCANNING","7471","6991","5052","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205045760"
"1018","2018-10-30 09:28:58","SCANNING","7476","6996","5057","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205017088"
"1019","2018-10-30 09:29:00","SCANNING","7481","7001","5062","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205045760"
"1020","2018-10-30 09:29:01","SCANNING","7486","7006","5067","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204926976"
"1021","2018-10-30 09:29:03","SCANNING","7491","7011","5072","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205029376"
"1022","2018-10-30 09:29:04","SCANNING","7496","7016","5077","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204963840"
"1023","2018-10-30 09:29:06","SCANNING","7502","7021","5082","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205099008"
"1024","2018-10-30 09:29:07","SCANNING","7507","7026","5087","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205873152"
"1025","2018-10-30 09:29:09","SCANNING","7511","7030","5091","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206782464"
"1026","2018-10-30 09:29:10","SCANNING","7517","7035","5096","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207720448"
"1027","2018-10-30 09:29:12","SCANNING","7522","7040","5101","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208605184"
"1028","2018-10-30 09:29:13","SCANNING","7526","7044","5105","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209502208"
"1029","2018-10-30 09:29:15","SCANNING","7530","7048","5109","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210427904"
"1030","2018-10-30 09:29:16","SCANNING","7536","7053","5114","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205271040"
"1031","2018-10-30 09:29:18","SCANNING","7540","7057","5118","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205193216"
"1032","2018-10-30 09:29:20","SCANNING","7546","7062","5123","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205488128"
"1033","2018-10-30 09:29:21","SCANNING","7549","7065","5126","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205459456"
"1034","2018-10-30 09:29:23","SCANNING","7554","7070","5131","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205459456"
"1035","2018-10-30 09:29:24","SCANNING","7560","7075","5136","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205471744"
"1036","2018-10-30 09:29:26","SCANNING","7565","7080","5141","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205512704"
"1037","2018-10-30 09:29:27","SCANNING","7569","7084","5145","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205586432"
"1038","2018-10-30 09:29:29","SCANNING","7575","7089","5150","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205586432"
"1039","2018-10-30 09:29:30","SCANNING","7580","7094","5155","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206303232"
"1040","2018-10-30 09:29:32","SCANNING","7585","7099","5160","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207212544"
"1041","2018-10-30 09:29:33","SCANNING","7590","7104","5165","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208506880"
"1042","2018-10-30 09:29:35","SCANNING","7595","7109","5170","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209428480"
"1043","2018-10-30 09:29:36","SCANNING","7601","7115","5176","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208732160"
"1044","2018-10-30 09:29:38","SCANNING","7606","7120","5181","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209059840"
"1045","2018-10-30 09:29:39","SCANNING","7610","7124","5185","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209420288"
"1046","2018-10-30 09:29:41","SCANNING","7616","7130","5191","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209707008"
"1047","2018-10-30 09:29:42","SCANNING","7621","7134","5195","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210112512"
"1048","2018-10-30 09:29:44","SCANNING","7625","7138","5199","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211030016"
"1049","2018-10-30 09:29:45","SCANNING","7630","7143","5204","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209915904"
"1050","2018-10-30 09:29:47","SCANNING","7636","7148","5209","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209915904"
"1051","2018-10-30 09:29:49","SCANNING","7639","7151","5212","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209915904"
"1052","2018-10-30 09:29:50","SCANNING","7643","7155","5216","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210124800"
"1053","2018-10-30 09:29:52","SCANNING","7647","7159","5220","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210096128"
"1054","2018-10-30 09:29:53","SCANNING","7652","7164","5225","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210124800"
"1055","2018-10-30 09:29:55","SCANNING","7657","7168","5229","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210096128"
"1056","2018-10-30 09:29:56","SCANNING","7661","7172","5233","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210255872"
"1057","2018-10-30 09:29:58","SCANNING","7666","7177","5238","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210227200"
"1058","2018-10-30 09:29:59","SCANNING","7671","7181","5242","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210411520"
"1059","2018-10-30 09:30:01","SCANNING","7675","7185","5246","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210415616"
"1060","2018-10-30 09:30:02","SCANNING","7678","7188","5249","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210681856"
"1061","2018-10-30 09:30:04","SCANNING","7683","7193","5254","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210788352"
"1062","2018-10-30 09:30:06","SCANNING","7690","7199","5260","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210817024"
"1063","2018-10-30 09:30:08","SCANNING","7693","7202","5263","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210788352"
"1064","2018-10-30 09:30:09","SCANNING","7697","7206","5267","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211836928"
"1065","2018-10-30 09:30:11","SCANNING","7701","7210","5271","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210472960"
"1066","2018-10-30 09:30:13","SCANNING","7705","7214","5275","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210444288"
"1067","2018-10-30 09:30:14","SCANNING","7708","7217","5278","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210345984"
"1068","2018-10-30 09:30:16","SCANNING","7714","7222","5283","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210317312"
"1069","2018-10-30 09:30:18","SCANNING","7718","7226","5287","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210345984"
"1070","2018-10-30 09:30:19","SCANNING","7723","7231","5292","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210227200"
"1071","2018-10-30 09:30:21","SCANNING","7728","7236","5297","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210255872"
"1072","2018-10-30 09:30:22","SCANNING","7732","7240","5301","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210227200"
"1073","2018-10-30 09:30:24","SCANNING","7736","7244","5305","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210243584"
"1074","2018-10-30 09:30:25","SCANNING","7741","7249","5310","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210022400"
"1075","2018-10-30 09:30:27","SCANNING","7744","7252","5313","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210001920"
"1076","2018-10-30 09:30:28","SCANNING","7750","7257","5318","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210096128"
"1077","2018-10-30 09:30:30","SCANNING","7754","7261","5322","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210067456"
"1078","2018-10-30 09:30:31","SCANNING","7757","7264","5325","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213659648"
"1079","2018-10-30 09:30:33","SCANNING","7762","7269","5330","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210440192"
"1080","2018-10-30 09:30:34","SCANNING","7767","7274","5335","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204632064"
"1081","2018-10-30 09:30:36","SCANNING","7771","7278","5339","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204603392"
"1082","2018-10-30 09:30:37","SCANNING","7776","7283","5344","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204865536"
"1083","2018-10-30 09:30:39","SCANNING","7781","7288","5349","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204587008"
"1084","2018-10-30 09:30:40","SCANNING","7786","7293","5354","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204615680"
"1085","2018-10-30 09:30:42","SCANNING","7791","7298","5359","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204587008"
"1086","2018-10-30 09:30:43","SCANNING","7794","7301","5362","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204587008"
"1087","2018-10-30 09:30:45","SCANNING","7800","7306","5367","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204640256"
"1088","2018-10-30 09:30:46","SCANNING","7804","7310","5371","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204627968"
"1089","2018-10-30 09:30:48","SCANNING","7808","7314","5375","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204722176"
"1090","2018-10-30 09:30:49","SCANNING","7813","7318","5379","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204693504"
"1091","2018-10-30 09:30:51","SCANNING","7817","7322","5383","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204705792"
"1092","2018-10-30 09:30:52","SCANNING","7823","7328","5389","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204677120"
"1093","2018-10-30 09:30:54","SCANNING","7827","7332","5393","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204677120"
"1094","2018-10-30 09:30:55","SCANNING","7831","7336","5397","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204570624"
"1095","2018-10-30 09:30:57","SCANNING","7835","7340","5401","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204570624"
"1096","2018-10-30 09:30:58","SCANNING","7840","7345","5406","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205099008"
"1097","2018-10-30 09:31:00","SCANNING","7844","7349","5410","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205094912"
"1098","2018-10-30 09:31:01","SCANNING","7848","7353","5414","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205078528"
"1099","2018-10-30 09:31:03","SCANNING","7853","7358","5419","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205049856"
"1100","2018-10-30 09:31:04","SCANNING","7855","7360","5421","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205291520"
"1101","2018-10-30 09:31:06","SCANNING","7859","7364","5425","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205524992"
"1102","2018-10-30 09:31:07","SCANNING","7862","7367","5428","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205914112"
"1103","2018-10-30 09:31:09","SCANNING","7868","7372","5433","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206397440"
"1104","2018-10-30 09:31:11","SCANNING","7871","7375","5436","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206757888"
"1105","2018-10-30 09:31:12","SCANNING","7875","7379","5440","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207572992"
"1106","2018-10-30 09:31:14","SCANNING","7879","7383","5444","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207933440"
"1107","2018-10-30 09:31:15","SCANNING","7882","7386","5447","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208322560"
"1108","2018-10-30 09:31:17","SCANNING","7886","7390","5451","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208711680"
"1109","2018-10-30 09:31:18","SCANNING","7891","7395","5456","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209104896"
"1110","2018-10-30 09:31:20","SCANNING","7894","7398","5459","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209461248"
"1111","2018-10-30 09:31:21","SCANNING","7898","7402","5463","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209883136"
"1112","2018-10-30 09:31:23","SCANNING","7901","7405","5466","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210599936"
"1113","2018-10-30 09:31:24","SCANNING","7905","7409","5470","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211025920"
"1114","2018-10-30 09:31:26","SCANNING","7910","7414","5475","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211501056"
"1115","2018-10-30 09:31:27","SCANNING","7914","7417","5478","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211505152"
"1116","2018-10-30 09:31:29","SCANNING","7918","7421","5482","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211521536"
"1117","2018-10-30 09:31:30","SCANNING","7923","7426","5487","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211488768"
"1118","2018-10-30 09:31:32","SCANNING","7927","7430","5491","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211460096"
"1119","2018-10-30 09:31:33","SCANNING","7930","7433","5494","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211488768"
"1120","2018-10-30 09:31:35","SCANNING","7934","7437","5498","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211460096"
"1121","2018-10-30 09:31:36","SCANNING","7939","7441","5502","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211460096"
"1122","2018-10-30 09:31:38","SCANNING","7942","7444","5505","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211488768"
"1123","2018-10-30 09:31:39","SCANNING","7946","7448","5509","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","215461888"
"1124","2018-10-30 09:31:41","SCANNING","7949","7451","5512","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211705856"
"1125","2018-10-30 09:31:42","SCANNING","7953","7455","5516","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211845120"
"1126","2018-10-30 09:31:44","SCANNING","7957","7459","5520","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212144128"
"1127","2018-10-30 09:31:45","SCANNING","7961","7463","5524","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212148224"
"1128","2018-10-30 09:31:47","SCANNING","7964","7466","5527","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212135936"
"1129","2018-10-30 09:31:48","SCANNING","7968","7470","5531","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212541440"
"1130","2018-10-30 09:31:50","SCANNING","7972","7474","5535","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212549632"
"1131","2018-10-30 09:31:51","SCANNING","7975","7477","5538","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212865024"
"1132","2018-10-30 09:31:53","SCANNING","7980","7481","5542","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212873216"
"1133","2018-10-30 09:31:54","SCANNING","7984","7485","5546","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212971520"
"1134","2018-10-30 09:31:56","SCANNING","7988","7489","5550","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213204992"
"1135","2018-10-30 09:31:57","SCANNING","7992","7493","5554","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213192704"
"1136","2018-10-30 09:31:59","SCANNING","7996","7497","5558","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213716992"
"1137","2018-10-30 09:32:00","SCANNING","8000","7501","5562","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213753856"
"1138","2018-10-30 09:32:02","SCANNING","8005","7506","5567","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214056960"
"1139","2018-10-30 09:32:04","SCANNING","8010","7511","5572","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214175744"
"1140","2018-10-30 09:32:05","SCANNING","8014","7515","5576","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214593536"
"1141","2018-10-30 09:32:07","SCANNING","8018","7519","5580","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214581248"
"1142","2018-10-30 09:32:09","SCANNING","8022","7523","5584","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214614016"
"1143","2018-10-30 09:32:10","SCANNING","8026","7526","5587","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214224896"
"1144","2018-10-30 09:32:12","SCANNING","8031","7531","5592","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214171648"
"1145","2018-10-30 09:32:13","SCANNING","8035","7535","5596","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214224896"
"1146","2018-10-30 09:32:15","SCANNING","8039","7539","5600","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214786048"
"1147","2018-10-30 09:32:16","SCANNING","8044","7544","5605","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208846848"
"1148","2018-10-30 09:32:18","SCANNING","8049","7549","5610","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208818176"
"1149","2018-10-30 09:32:19","SCANNING","8054","7554","5615","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208728064"
"1150","2018-10-30 09:32:21","SCANNING","8059","7559","5620","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208461824"
"1151","2018-10-30 09:32:22","SCANNING","8065","7565","5626","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208461824"
"1152","2018-10-30 09:32:24","SCANNING","8070","7569","5630","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208461824"
"1153","2018-10-30 09:32:25","SCANNING","8074","7573","5634","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208461824"
"1154","2018-10-30 09:32:27","SCANNING","8078","7577","5638","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208433152"
"1155","2018-10-30 09:32:28","SCANNING","8082","7581","5642","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208461824"
"1156","2018-10-30 09:32:30","SCANNING","8086","7585","5646","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208433152"
"1157","2018-10-30 09:32:31","SCANNING","8090","7589","5650","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208465920"
"1158","2018-10-30 09:32:33","SCANNING","8094","7593","5654","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208498688"
"1159","2018-10-30 09:32:34","SCANNING","8099","7597","5658","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208535552"
"1160","2018-10-30 09:32:36","SCANNING","8103","7601","5662","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208531456"
"1161","2018-10-30 09:32:37","SCANNING","8108","7606","5667","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208572416"
"1162","2018-10-30 09:32:39","SCANNING","8113","7611","5672","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208609280"
"1163","2018-10-30 09:32:40","SCANNING","8119","7617","5678","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208609280"
